txId,class,tx_out_degree,tx_in_degree,output_address_count,unique_output_address_count,total_tx_degree,tx_in_degree_robust,tx_out_degree_robust,output_address_count_robust,unique_output_address_count_robust,total_tx_degree_robust,graph_anomaly_score,isolation_anomaly_score,risk_score,explanation
47521535,2,9.0,48.0,95.0,95.0,57.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,99.14129049670353,99.61358072351659,high in-degree (48); high out-degree (9); many outputs (95); many unique outputs (95)
21456350,2,12.0,75.0,33.0,33.0,87.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,97.64968767404608,98.94235945332073,high in-degree (75); high out-degree (12); many outputs (33); many unique outputs (33)
3623625,2,10.0,75.0,42.0,42.0,85.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,97.49070947503294,98.87081926376482,high in-degree (75); high out-degree (10); many outputs (42); many unique outputs (42)
45766,2,7.0,98.0,55.0,55.0,105.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,97.33189253788605,98.79935164204872,high in-degree (98); high out-degree (7); many outputs (55); many unique outputs (55)
34335946,2,19.0,32.0,42.0,42.0,51.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,97.06755555813231,98.68040000115954,high in-degree (32); high out-degree (19); many outputs (42); many unique outputs (42)
2262862,2,8.0,67.0,35.0,35.0,75.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,96.85640766268902,98.58538344821005,high in-degree (67); high out-degree (8); many outputs (35); many unique outputs (35)
20521889,2,7.0,87.0,47.0,47.0,94.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,96.75094081148356,98.5379233651676,high in-degree (87); high out-degree (7); many outputs (47); many unique outputs (47)
12665008,2,9.0,84.0,28.0,28.0,93.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,96.69823413888223,98.514205362497,high in-degree (84); high out-degree (9); many outputs (28); many unique outputs (28)
7556199,2,5.0,62.0,48.0,48.0,67.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,96.4349680646761,98.39573562910425,high in-degree (62); high out-degree (5); many outputs (48); many unique outputs (48)
6629462,2,9.0,34.0,46.0,46.0,43.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,95.80494336609155,98.1122245147412,high in-degree (34); high out-degree (9); many outputs (46); many unique outputs (46)
35202200,2,5.0,77.0,36.0,36.0,82.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,95.43860834093378,97.94737375342021,high in-degree (77); high out-degree (5); many outputs (36); many unique outputs (36)
6243943,2,7.0,38.0,57.0,57.0,45.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,95.43860834093378,97.94737375342021,high in-degree (38); high out-degree (7); many outputs (57); many unique outputs (57)
38538087,2,5.0,80.0,31.0,31.0,85.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,95.38634554634301,97.92385549585435,high in-degree (80); high out-degree (5); many outputs (31); many unique outputs (31)
26015423,2,10.0,37.0,32.0,32.0,47.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,95.12529661117237,97.80638347502756,high in-degree (37); high out-degree (10); many outputs (32); many unique outputs (32)
46230282,2,11.0,48.0,26.0,26.0,59.0,1.0,1.0,0.9615384615384616,0.9615384615384616,1.0,98.46153846153845,96.22467559041837,97.45495016953441,high in-degree (48); high out-degree (11); many outputs (26); many unique outputs (26)
11511112,3,7.0,21.0,49.0,49.0,28.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,93.0012694097548,96.85057123438966,high in-degree (21); high out-degree (7); many outputs (49); many unique outputs (49)
43753177,3,11.0,9.0,51.0,51.0,20.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,92.2827129309699,96.52722081893646,high in-degree (9); high out-degree (11); many outputs (51); many unique outputs (51)
28547465,2,5.0,49.0,26.0,26.0,54.0,1.0,1.0,0.9615384615384616,0.9615384615384616,1.0,98.46153846153845,93.61988941062964,96.28279638862949,high in-degree (49); high out-degree (5); many outputs (26); many unique outputs (26)
33898833,3,8.0,12.0,49.0,49.0,20.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,91.72051542063353,96.27423193928509,high in-degree (12); high out-degree (8); many outputs (49); many unique outputs (49)
3814914,2,6.0,25.0,28.0,28.0,31.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,91.45510024303987,96.15479510936794,high in-degree (25); high out-degree (6); many outputs (28); many unique outputs (28)
55768663,3,8.0,11.0,51.0,51.0,19.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,91.31295652878336,96.09083043795252,high in-degree (11); high out-degree (8); many outputs (51); many unique outputs (51)
32487618,3,5.0,15.0,50.0,50.0,20.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,90.23787129313715,95.60704208191171,high in-degree (15); high out-degree (5); many outputs (50); many unique outputs (50)
2947436,2,4.0,96.0,51.0,51.0,100.0,1.0,0.8,1.0,1.0,1.0,95.0,96.01466748573712,95.45660036858172,high in-degree (96); high out-degree (4); many outputs (51); many unique outputs (51)
1351110,2,7.0,16.0,28.0,28.0,23.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,89.7440429580748,95.38481933113366,high in-degree (16); high out-degree (7); many outputs (28); many unique outputs (28)
96596603,2,5.0,28.0,26.0,26.0,33.0,1.0,1.0,0.9615384615384616,0.9615384615384616,1.0,98.46153846153845,91.55698278858057,95.35448840870741,high in-degree (28); high out-degree (5); many outputs (26); many unique outputs (26)
30078393,3,7.0,10.0,49.0,49.0,17.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,89.34182585148774,95.20382163316948,high in-degree (10); high out-degree (7); many outputs (49); many unique outputs (49)
47066538,2,4.0,93.0,37.0,37.0,97.0,1.0,0.8,1.0,1.0,1.0,95.0,94.86468885811708,94.93910998615269,high in-degree (93); high out-degree (4); many outputs (37); many unique outputs (37)
16838611,2,8.0,15.0,26.0,26.0,23.0,1.0,1.0,0.9615384615384616,0.9615384615384616,1.0,98.46153846153845,90.29887186859472,94.78833849471377,high in-degree (15); high out-degree (8); many outputs (26); many unique outputs (26)
12117243,2,5.0,79.0,24.0,24.0,84.0,1.0,1.0,0.8846153846153846,0.8846153846153846,1.0,95.38461538461539,94.03370011531653,94.7767035134309,high in-degree (79); high out-degree (5); many outputs (24); many unique outputs (24)
63842791,3,5.0,14.0,31.0,31.0,19.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,88.18116482678657,94.68152417205395,high in-degree (14); high out-degree (5); many outputs (31); many unique outputs (31)
757859,3,7.0,7.0,249.0,249.0,14.0,0.7777777777777778,1.0,1.0,1.0,1.0,94.44444444444443,94.61223406574605,94.51994977403017,high in-degree (7); high out-degree (7); many outputs (249); many unique outputs (249)
18084659,3,9.0,8.0,48.0,48.0,17.0,0.8888888888888888,1.0,1.0,1.0,1.0,97.22222222222221,90.19784025578811,94.06125033732687,high in-degree (8); high out-degree (9); many outputs (48); many unique outputs (48)
155677035,2,6.0,10.0,33.0,33.0,16.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,86.79288846125735,94.05679980756581,high in-degree (10); high out-degree (6); many outputs (33); many unique outputs (33)
30484371,3,13.0,7.0,50.0,50.0,20.0,0.7777777777777778,1.0,1.0,1.0,1.0,94.44444444444443,91.77910823094317,93.24504314836886,high in-degree (7); high out-degree (13); many outputs (50); many unique outputs (50)
66106752,3,5.0,9.0,30.0,30.0,14.0,1.0,1.0,1.0,1.0,1.0,99.99999999999999,84.6377068030335,93.08696806136507,high in-degree (9); high out-degree (5); many outputs (30); many unique outputs (30)
16921725,3,6.0,11.0,26.0,26.0,17.0,1.0,1.0,0.9615384615384616,0.9615384615384616,1.0,98.46153846153845,85.76027692804948,92.74597077146842,high in-degree (11); high out-degree (6); many outputs (26); many unique outputs (26)
41070611,2,8.0,7.0,66.0,66.0,15.0,0.7777777777777778,1.0,1.0,1.0,1.0,94.44444444444443,90.15483891813813,92.51412195760659,high in-degree (7); high out-degree (8); many outputs (66); many unique outputs (66)
732994,3,11.0,5.0,250.0,250.0,16.0,0.5555555555555556,1.0,1.0,1.0,1.0,88.8888888888889,96.28501850304424,92.21714721525882,high in-degree (5); high out-degree (11); many outputs (250); many unique outputs (250)
134526682,3,11.0,17.0,21.0,21.0,28.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,91.00801038475912,90.87668159621853,high in-degree (17); high out-degree (11); many outputs (21); many unique outputs (21)
153968113,2,9.0,6.0,71.0,71.0,15.0,0.6666666666666666,1.0,1.0,1.0,1.0,91.66666666666666,89.90263141784683,90.87285080469775,high in-degree (6); high out-degree (9); many outputs (71); many unique outputs (71)
23477165,3,14.0,4.0,248.0,248.0,18.0,0.4444444444444444,1.0,1.0,1.0,1.0,86.1111111111111,96.58976469404807,90.82650522343275,high in-degree (4); high out-degree (14); many outputs (248); many unique outputs (248)
11683482,3,10.0,6.0,49.0,49.0,16.0,0.6666666666666666,1.0,1.0,1.0,1.0,91.66666666666666,89.49998569638488,90.69166023003987,high in-degree (6); high out-degree (10); many outputs (49); many unique outputs (49)
29720078,2,7.0,12.0,23.0,23.0,19.0,1.0,1.0,0.8461538461538461,0.8461538461538461,1.0,93.84615384615385,86.80312297927509,90.67678995605841,high in-degree (12); high out-degree (7); many outputs (23); many unique outputs (23)
134526722,3,13.0,14.0,21.0,21.0,27.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,90.45054751427179,90.62582330449924,high in-degree (14); high out-degree (13); many outputs (21); many unique outputs (21)
179077507,3,11.0,16.0,21.0,21.0,27.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,90.45054751427179,90.62582330449924,high in-degree (16); high out-degree (11); many outputs (21); many unique outputs (21)
179075882,3,12.0,14.0,21.0,21.0,26.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,90.34941331450739,90.58031291460526,high in-degree (14); high out-degree (12); many outputs (21); many unique outputs (21)
134526685,3,11.0,14.0,21.0,21.0,25.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,90.29887186859472,90.55756926394454,high in-degree (14); high out-degree (11); many outputs (21); many unique outputs (21)
244763077,3,11.0,15.0,21.0,21.0,26.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,90.29887186859472,90.55756926394454,high in-degree (15); high out-degree (11); many outputs (21); many unique outputs (21)
179020103,3,13.0,12.0,21.0,21.0,25.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,90.09687697646878,90.46667156248787,high in-degree (12); high out-degree (13); many outputs (21); many unique outputs (21)
4992641,2,4.0,9.0,44.0,44.0,13.0,1.0,0.8,1.0,1.0,1.0,95.0,84.9196065498778,90.46382294744501,high in-degree (9); high out-degree (4); many outputs (44); many unique outputs (44)
94664442,3,12.0,13.0,21.0,21.0,25.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.9959819844188,90.42126881606539,high in-degree (13); high out-degree (12); many outputs (21); many unique outputs (21)
244733605,3,16.0,9.0,21.0,21.0,25.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.94556008168533,90.39857895983533,high in-degree (9); high out-degree (16); many outputs (21); many unique outputs (21)
244751101,3,15.0,10.0,21.0,21.0,25.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.94556008168533,90.39857895983533,high in-degree (10); high out-degree (15); many outputs (21); many unique outputs (21)
225370372,3,15.0,10.0,21.0,21.0,25.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.94556008168533,90.39857895983533,high in-degree (10); high out-degree (15); many outputs (21); many unique outputs (21)
245277948,3,11.0,13.0,21.0,21.0,24.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.64338660795315,90.26260089665584,high in-degree (13); high out-degree (11); many outputs (21); many unique outputs (21)
144475569,3,11.0,13.0,21.0,21.0,24.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.64338660795315,90.26260089665584,high in-degree (13); high out-degree (11); many outputs (21); many unique outputs (21)
51593101,3,11.0,12.0,21.0,21.0,23.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.64338660795315,90.26260089665584,high in-degree (12); high out-degree (11); many outputs (21); many unique outputs (21)
226672273,3,14.0,10.0,21.0,21.0,24.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.59308396564926,90.2399647076191,high in-degree (10); high out-degree (14); many outputs (21); many unique outputs (21)
175565256,3,14.0,10.0,21.0,21.0,24.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.59308396564926,90.2399647076191,high in-degree (10); high out-degree (14); many outputs (21); many unique outputs (21)
224315879,3,13.0,11.0,21.0,21.0,24.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.59308396564926,90.2399647076191,high in-degree (11); high out-degree (13); many outputs (21); many unique outputs (21)
225370375,3,14.0,10.0,21.0,21.0,24.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.59308396564926,90.2399647076191,high in-degree (10); high out-degree (14); many outputs (21); many unique outputs (21)
131382659,3,9.0,17.0,21.0,21.0,26.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.59308396564926,90.2399647076191,high in-degree (17); high out-degree (9); many outputs (21); many unique outputs (21)
225369153,3,14.0,10.0,21.0,21.0,24.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.59308396564926,90.2399647076191,high in-degree (10); high out-degree (14); many outputs (21); many unique outputs (21)
244738146,3,15.0,9.0,21.0,21.0,24.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.49252971777165,90.19471529607418,high in-degree (9); high out-degree (15); many outputs (21); many unique outputs (21)
244758652,3,13.0,10.0,21.0,21.0,23.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.49252971777165,90.19471529607418,high in-degree (10); high out-degree (13); many outputs (21); many unique outputs (21)
179034326,3,14.0,9.0,21.0,21.0,23.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.44227810069025,90.17210206838755,high in-degree (9); high out-degree (14); many outputs (21); many unique outputs (21)
134526686,3,10.0,14.0,21.0,21.0,24.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.39204348051193,90.1494964893073,high in-degree (14); high out-degree (10); many outputs (21); many unique outputs (21)
245282709,3,10.0,14.0,21.0,21.0,24.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.39204348051193,90.1494964893073,high in-degree (14); high out-degree (10); many outputs (21); many unique outputs (21)
156006577,2,3.0,30.0,27.0,27.0,33.0,1.0,0.6,1.0,1.0,1.0,90.0,90.13568640165535,90.06105888074492,high in-degree (30); high out-degree (3); many outputs (27); many unique outputs (27)
94454588,3,10.0,13.0,21.0,21.0,23.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.04087656988209,89.99147137952386,high in-degree (13); high out-degree (10); many outputs (21); many unique outputs (21)
225369155,3,10.0,13.0,21.0,21.0,23.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.04087656988209,89.99147137952386,high in-degree (13); high out-degree (10); many outputs (21); many unique outputs (21)
236493843,3,11.0,11.0,21.0,21.0,22.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,89.04087656988209,89.99147137952386,high in-degree (11); high out-degree (11); many outputs (21); many unique outputs (21)
225975713,3,12.0,10.0,21.0,21.0,22.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.99077771812901,89.96892689623499,high in-degree (10); high out-degree (12); many outputs (21); many unique outputs (21)
134526720,3,12.0,10.0,21.0,21.0,22.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.99077771812901,89.96892689623499,high in-degree (10); high out-degree (12); many outputs (21); many unique outputs (21)
86856576,3,13.0,9.0,21.0,21.0,22.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.94069581160828,89.94639003830065,high in-degree (9); high out-degree (13); many outputs (21); many unique outputs (21)
226684123,3,11.0,10.0,21.0,21.0,21.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.89063084458846,89.92386080314174,high in-degree (10); high out-degree (11); many outputs (21); many unique outputs (21)
225369320,3,9.0,15.0,21.0,21.0,24.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.84058281133991,89.90133918817989,high in-degree (15); high out-degree (9); many outputs (21); many unique outputs (21)
245282187,3,9.0,15.0,21.0,21.0,24.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.84058281133991,89.90133918817989,high in-degree (15); high out-degree (9); many outputs (21); many unique outputs (21)
245280416,3,8.0,15.0,21.0,21.0,23.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.79055170613513,89.87882519083774,high in-degree (15); high out-degree (8); many outputs (21); many unique outputs (21)
94171716,3,11.0,9.0,21.0,21.0,20.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.64055990153594,89.81132887876811,high in-degree (9); high out-degree (11); many outputs (21); many unique outputs (21)
225370384,3,11.0,9.0,21.0,21.0,20.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.64055990153594,89.81132887876811,high in-degree (9); high out-degree (11); many outputs (21); many unique outputs (21)
244760276,3,10.0,11.0,21.0,21.0,21.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.39091158739619,89.69898713740521,high in-degree (11); high out-degree (10); many outputs (21); many unique outputs (21)
225369618,3,10.0,11.0,21.0,21.0,21.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.39091158739619,89.69898713740521,high in-degree (11); high out-degree (10); many outputs (21); many unique outputs (21)
121657042,3,10.0,11.0,21.0,21.0,21.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.39091158739619,89.69898713740521,high in-degree (11); high out-degree (10); many outputs (21); many unique outputs (21)
245276303,3,8.0,14.0,21.0,21.0,22.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.39091158739619,89.69898713740521,high in-degree (14); high out-degree (8); many outputs (21); many unique outputs (21)
245280159,3,10.0,10.0,21.0,21.0,20.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.19149674887949,89.6092504600727,high in-degree (10); high out-degree (10); many outputs (21); many unique outputs (21)
226290284,3,10.0,10.0,21.0,21.0,20.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.19149674887949,89.6092504600727,high in-degree (10); high out-degree (10); many outputs (21); many unique outputs (21)
225369156,3,9.0,13.0,21.0,21.0,22.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.09189047500286,89.56442763682821,high in-degree (13); high out-degree (9); many outputs (21); many unique outputs (21)
178958146,3,9.0,12.0,21.0,21.0,21.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.04211260445634,89.54202759508229,high in-degree (12); high out-degree (9); many outputs (21); many unique outputs (21)
245283218,3,9.0,12.0,21.0,21.0,21.0,1.0,1.0,0.7692307692307693,0.7692307692307693,1.0,90.76923076923077,88.04211260445634,89.54202759508229,high in-degree (12); high out-degree (9); many outputs (21); many unique outputs (21)
